"zip","city","state","latitude","longitude","timezone","dst"
"00803","St Thomas","VI","18.322285","-64.963715","-4","0"
"00804","St Thomas","VI","18.322285","-64.963715","-4","0"
"00805","St Thomas","VI","18.322285","-64.963715","-4","0"
"00820","Christiansted","VI","17.734211","-64.734694","-4","0"
"00821","Christiansted","VI","17.734211","-64.734694","-4","0"
"00822","Christiansted","VI","17.734211","-64.734694","-4","0"
"00823","Christiansted","VI","17.734211","-64.734694","-4","0"
"00824","Christiansted","VI","17.734211","-64.734694","-4","0"
"00830","St John","VI","18.32816","-64.740737","-4","0"
"00831","St John","VI","18.32816","-64.740737","-4","0"
"00840","Frederiksted","VI","17.734211","-64.734694","-4","0"
"00841","Frederiksted","VI","17.734211","-64.734694","-4","0"
"00850","Kingshill","VI","17.734211","-64.734694","-4","0"
"00851","Kingshill","VI","17.734211","-64.734694","-4","0"
"00901","San Juan","PR","18.465426","-66.10786","-4","0"
"00902","San Juan","PR","18.410462","-66.060533","-4","0"
"00906","San Juan","PR","18.46454","-66.10079","-4","0"
"00907","San Juan","PR","18.451131","-66.07798","-4","0"
"00908","San Juan","PR","18.410462","-66.060533","-4","0"
"00909","San Juan","PR","18.442282","-66.06764","-4","0"
"00910","San Juan","PR","18.410462","-66.060533","-4","0"
"00911","San Juan","PR","18.45009","-66.0577","-4","0"
"00912","San Juan","PR","18.445946","-66.05928","-4","0"
"00913","San Juan","PR","18.450907","-66.04256","-4","0"
"00914","San Juan","PR","18.410462","-66.060533","-4","0"
"00915","San Juan","PR","18.436995","-66.04888","-4","0"
"00916","San Juan","PR","18.410462","-66.060533","-4","0"
"00917","San Juan","PR","18.422263","-66.0513","-4","0"
"00918","San Juan","PR","18.417668","-66.06494","-4","0"
"00919","San Juan","PR","18.410462","-66.060533","-4","0"
"00920","San Juan","PR","18.41242","-66.09069","-4","0"
"00921","San Juan","PR","18.394019","-66.08633","-4","0"
"00922","San Juan","PR","18.410462","-66.060533","-4","0"
"00923","San Juan","PR","18.410681","-66.03806","-4","0"
"00924","San Juan","PR","18.401917","-66.01194","-4","0"
"00925","San Juan","PR","18.400006","-66.05028","-4","0"
"00926","San Juan","PR","18.361363","-66.0562","-4","0"
"00927","San Juan","PR","18.39184","-66.06867","-4","0"
"00928","San Juan","PR","18.410462","-66.060533","-4","0"
"00929","San Juan","PR","18.410462","-66.060533","-4","0"
"00930","San Juan","PR","18.410462","-66.060533","-4","0"
"00931","San Juan","PR","18.410462","-66.060533","-4","0"
"00933","San Juan","PR","18.410462","-66.060533","-4","0"
"00934","Fort Buchanan","PR","18.413511","-66.12198","-4","0"
"00935","San Juan","PR","18.410462","-66.060533","-4","0"
"00936","San Juan","PR","18.410462","-66.060533","-4","0"
"00937","San Juan","PR","18.410462","-66.060533","-4","0"
"00938","San Juan","PR","18.410462","-66.060533","-4","0"
"00939","San Juan","PR","18.410462","-66.060533","-4","0"
"00940","San Juan","PR","18.410462","-66.060533","-4","0"
"00949","Toa Baja","PR","18.433173","-66.2042","-4","0"
"00950","Toa Baja","PR","18.457761","-66.196503","-4","0"
"00951","Toa Baja","PR","18.457761","-66.196503","-4","0"
"00952","Sabana Seca","PR","18.429218","-66.18014","-4","0"
"00953","Toa Alta","PR","18.36802","-66.23414","-4","0"
"00954","Toa Alta","PR","18.358939","-66.258108","-4","0"
"00955","San Juan","PR","18.410462","-66.060533","-4","0"
"00956","Bayamon","PR","18.34216","-66.16643","-4","0"
"00957","Bayamon","PR","18.369674","-66.18669","-4","0"
"00958","Bayamon","PR","18.34487","-66.166014","-4","0"
"00959","Bayamon","PR","18.387063","-66.15943","-4","0"
"00960","Bayamon","PR","18.34487","-66.166014","-4","0"
"00961","Bayamon","PR","18.412462","-66.16033","-4","0"
"00962","Catano","PR","18.437683","-66.13847","-4","0"
"00963","Catano","PR","18.443217","-66.139293","-4","0"
"00965","Guaynabo","PR","18.431453","-66.11703","-4","0"
"00966","Guaynabo","PR","18.398507","-66.11522","-4","0"
"00968","Guaynabo","PR","18.408479","-66.1025","-4","0"
"00969","Guaynabo","PR","18.366981","-66.10889","-4","0"
"00970","Guaynabo","PR","18.359143","-66.112295","-4","0"
"00971","Guaynabo","PR","18.329688","-66.11876","-4","0"
"00975","San Juan","PR","18.410462","-66.060533","-4","0"
"00976","Trujillo Alto","PR","18.346767","-66.00561","-4","0"
"00977","Trujillo Alto","PR","18.337004","-65.990099","-4","0"
"00978","St Just","PR","18.337004","-65.990099","-4","0"
"00979","Carolina","PR","18.431885","-66.0127","-4","0"
"00981","Carolina","PR","18.410462","-66.060533","-4","0"
"00982","Carolina","PR","18.409345","-65.99313","-4","0"
"00983","Carolina","PR","18.414408","-65.97582","-4","0"
"00984","Carolina","PR","18.393355","-65.972495","-4","0"
"00985","Carolina","PR","18.374896","-65.94691","-4","0"
"00986","Carolina","PR","18.393355","-65.972495","-4","0"
"00987","Carolina","PR","18.372228","-65.96275","-4","0"
"00988","Carolina","PR","18.393355","-65.972495","-4","0"
"01001","Agawam","MA","42.07061","-72.62029","-5","1"
"01002","Amherst","MA","42.377651","-72.50323","-5","1"
"01003","Amherst","MA","42.369562","-72.63599","-5","1"
"01004","Amherst","MA","42.384494","-72.513183","-5","1"
"01005","Barre","MA","42.412094","-72.10443","-5","1"
"01007","Belchertown","MA","42.278424","-72.411","-5","1"
"01008","Blandford","MA","42.174313","-72.94828","-5","1"
"01009","Bondsville","MA","42.206092","-72.340486","-5","1"
"01010","Brimfield","MA","42.126038","-72.20552","-5","1"
"01011","Chester","MA","42.271442","-73.01958","-5","1"
"01012","Chesterfield","MA","42.390836","-72.84356","-5","1"
"01013","Chicopee","MA","42.161492","-72.60316","-5","1"
"01014","Chicopee","MA","42.170731","-72.604842","-5","1"
"01020","Chicopee","MA","42.175992","-72.57265","-5","1"
"01021","Chicopee","MA","42.170731","-72.604842","-5","1"
"01022","Chicopee","MA","42.196666","-72.55606","-5","1"
"01026","Cummington","MA","42.465041","-72.91813","-5","1"
"01027","Easthampton","MA","42.27279","-72.68677","-5","1"
"01028","East Longmeadow","MA","42.066795","-72.5102","-5","1"
"01029","East Otis","MA","42.175896","-73.04204","-5","1"
"01030","Feeding Hills","MA","42.070774","-72.67248","-5","1"
"01031","Gilbertville","MA","42.33071","-72.18833","-5","1"
"01032","Goshen","MA","42.45792","-72.81551","-5","1"
"01033","Granby","MA","42.254563","-72.51831","-5","1"
"01034","Granville","MA","42.086224","-72.94464","-5","1"
"01035","Hadley","MA","42.35549","-72.5733","-5","1"
"01036","Hampden","MA","42.064703","-72.41735","-5","1"
"01037","Hardwick","MA","42.374202","-72.19524","-5","1"
"01038","Hatfield","MA","42.375155","-72.60832","-5","1"
"01039","Haydenville","MA","42.381475","-72.69259","-5","1"
"01040","Holyoke","MA","42.201891","-72.6242","-5","1"
"01041","Holyoke","MA","42.170731","-72.604842","-5","1"
"01050","Huntington","MA","42.290209","-72.87942","-5","1"
"01053","Leeds","MA","42.353105","-72.70206","-5","1"
"01054","Leverett","MA","42.479839","-72.49879","-5","1"
"01056","Ludlow","MA","42.174893","-72.47068","-5","1"
"01057","Monson","MA","42.089269","-72.317","-5","1"
"01059","North Amherst","MA","42.369562","-72.63599","-5","1"
"01060","Northampton","MA","42.324539","-72.63561","-5","1"
"01061","Northampton","MA","42.369562","-72.63599","-5","1"
"01062","Florence","MA","42.324232","-72.67915","-5","1"
"01063","Northampton","MA","42.317939","-72.640234","-5","1"
"01066","North Hatfield","MA","42.406697","-72.633901","-5","1"
"01068","Oakham","MA","42.349769","-72.04413","-5","1"
"01069","Palmer","MA","42.176401","-72.32646","-5","1"
"01070","Plainfield","MA","42.515853","-72.91661","-5","1"
"01071","Russell","MA","42.165931","-72.85153","-5","1"
"01072","Shutesbury","MA","42.486027","-72.42208","-5","1"
"01073","Southampton","MA","42.223885","-72.72777","-5","1"
"01074","South Barre","MA","42.375998","-72.149388","-5","1"
"01075","South Hadley","MA","42.234891","-72.58243","-5","1"
"01077","Southwick","MA","42.05283","-72.76966","-5","1"
"01079","Thorndike","MA","42.192892","-72.329574","-5","1"
"01080","Three Rivers","MA","42.180563","-72.36518","-5","1"
"01081","Wales","MA","42.058024","-72.22517","-5","1"
"01082","Ware","MA","42.270611","-72.26067","-5","1"
"01083","Warren","MA","42.20468","-72.20259","-5","1"
"01084","West Chesterfield","MA","42.379807","-72.89043","-5","1"
"01085","Westfield","MA","42.133642","-72.75029","-5","1"
"01086","Westfield","MA","42.173428","-72.847964","-5","1"
"01088","West Hatfield","MA","42.388831","-72.6321","-5","1"
"01089","West Springfield","MA","42.112793","-72.64066","-5","1"
"01090","West Springfield","MA","42.170731","-72.604842","-5","1"
"01092","West Warren","MA","42.210777","-72.23904","-5","1"
"01093","Whately","MA","42.442673","-72.652511","-5","1"
"01094","Wheelwright","MA","42.358201","-72.140846","-5","1"
"01095","Wilbraham","MA","42.12531","-72.44057","-5","1"
"01096","Williamsburg","MA","42.415236","-72.78271","-5","1"
"01097","Woronoco","MA","42.161743","-72.845912","-5","1"
"01098","Worthington","MA","42.399054","-72.93871","-5","1"
"01101","Springfield","MA","42.170731","-72.604842","-5","1"
"01102","Springfield","MA","42.170731","-72.604842","-5","1"
"01103","Springfield","MA","42.103294","-72.59112","-5","1"
"01104","Springfield","MA","42.130343","-72.57338","-5","1"
"01105","Springfield","MA","42.096644","-72.5798","-5","1"
"01106","Longmeadow","MA","42.050395","-72.5712","-5","1"
"01107","Springfield","MA","42.120193","-72.6061","-5","1"
"01108","Springfield","MA","42.084094","-72.55523","-5","1"
"01109","Springfield","MA","42.116277","-72.55031","-5","1"
"01111","Springfield","MA","42.170731","-72.604842","-5","1"
"01114","Springfield","MA","42.170731","-72.604842","-5","1"
"01115","Springfield","MA","42.102894","-72.591633","-5","1"
"01116","Longmeadow","MA","42.170731","-72.604842","-5","1"
"01118","Springfield","MA","42.093144","-72.5291","-5","1"
"01119","Springfield","MA","42.128442","-72.50932","-5","1"
"01128","Springfield","MA","42.095344","-72.48857","-5","1"
"01129","Springfield","MA","42.121031","-72.4896","-5","1"
"01133","Springfield","MA","42.170731","-72.604842","-5","1"
"01138","Springfield","MA","42.170731","-72.604842","-5","1"
"01139","Springfield","MA","42.170731","-72.604842","-5","1"
"01144","Springfield","MA","42.101796","-72.59151","-5","1"
"01151","Indian Orchard","MA","42.153926","-72.50531","-5","1"
"01152","Springfield","MA","42.170731","-72.604842","-5","1"
"01199","Springfield","MA","42.119943","-72.604983","-5","1"
"01201","Pittsfield","MA","42.45384","-73.254","-5","1"
"01202","Pittsfield","MA","42.3929","-73.228483","-5","1"
"01203","Pittsfield","MA","42.3929","-73.228483","-5","1"
"01220","Adams","MA","42.619727","-73.11842","-5","1"
"01222","Ashley Falls","MA","42.057496","-73.32177","-5","1"
"01223","Becket","MA","42.314449","-73.09335","-5","1"
"01224","Berkshire","MA","42.3929","-73.228483","-5","1"
"01225","Cheshire","MA","42.551731","-73.1653","-5","1"
"01226","Dalton","MA","42.476575","-73.11547","-5","1"
"01227","Dalton","MA","42.516145","-73.092852","-5","1"
"01229","Glendale","MA","42.279292","-73.343545","-5","1"
"01230","Great Barrington","MA","42.189715","-73.35249","-5","1"
"01231","Sheffield","MA","42.153001","-73.298131","-5","1"
"01235","Hinsdale","MA","42.433661","-73.09278","-5","1"
"01236","Housatonic","MA","42.266874","-73.36236","-5","1"
"01237","Lanesboro","MA","42.557346","-73.24364","-5","1"
"01238","Lee","MA","42.299263","-73.2327","-5","1"
"01240","Lenox","MA","42.36237","-73.27683","-5","1"
"01242","Lenox Dale","MA","42.336557","-73.24599","-5","1"
"01243","Middlefield","MA","42.356088","-73.010448","-5","1"
"01244","Mill River","MA","42.139104","-73.20312","-5","1"
"01245","Monterey","MA","42.180659","-73.20849","-5","1"
"01247","North Adams","MA","42.696064","-73.10145","-5","1"
"01252","North Egremont","MA","42.198648","-73.446234","-5","1"
"01253","Otis","MA","42.198403","-73.10205","-5","1"
"01254","Richmond","MA","42.374711","-73.36336","-5","1"
"01255","Sandisfield","MA","42.088973","-73.12444","-5","1"
"01256","Savoy","MA","42.592506","-73.01123","-5","1"
"01257","Sheffield","MA","42.102694","-73.36591","-5","1"
"01258","South Egremont","MA","42.103122","-73.45734","-5","1"
"01259","Southfield","MA","42.0645","-73.24674","-5","1"
"01260","South Lee","MA","42.286586","-73.313274","-5","1"
"01262","Stockbridge","MA","42.283216","-73.31423","-5","1"
"01263","Stockbridge","MA","42.3929","-73.228483","-5","1"
"01264","Tyringham","MA","42.224905","-73.20394","-5","1"
"01266","West Stockbridge","MA","42.328535","-73.36407","-5","1"
"01267","Williamstown","MA","42.689962","-73.22355","-5","1"
"01270","Windsor","MA","42.443726","-73.116127","-5","1"
"01301","Greenfield","MA","42.605524","-72.60098","-5","1"
"01302","Greenfield","MA","42.522178","-72.624164","-5","1"
"01330","Ashfield","MA","42.521131","-72.81116","-5","1"
"01331","Athol","MA","42.579931","-72.20836","-5","1"
"01337","Bernardston","MA","42.678023","-72.55569","-5","1"
"01338","Buckland","MA","42.569498","-72.802","-5","1"
"01339","Charlemont","MA","42.626858","-72.87939","-5","1"
"01340","Colrain","MA","42.673371","-72.73104","-5","1"
"01341","Conway","MA","42.508313","-72.70403","-5","1"
"01342","Deerfield","MA","42.542322","-72.6091","-5","1"
"01343","Drury","MA","42.642666","-72.986231","-5","1"
"01344","Erving","MA","42.607051","-72.41396","-5","1"
"01346","Heath","MA","42.669255","-72.80494","-5","1"
"01347","Lake Pleasant","MA","42.556558","-72.518104","-5","1"
"01349","Turners Falls","MA","42.5737","-72.50525","-5","1"
"01350","Monroe Bridge","MA","42.712257","-72.97629","-5","1"
"01351","Montague","MA","42.534976","-72.52522","-5","1"
"01354","Northfield","MA","42.522178","-72.624164","-5","1"
"01355","New Salem","MA","42.485899","-72.33345","-5","1"
"01360","Northfield","MA","42.682285","-72.45649","-5","1"
"01364","Orange","MA","42.599614","-72.29263","-5","1"
"01366","Petersham","MA","42.474718","-72.21226","-5","1"
"01367","Rowe","MA","42.694883","-72.90962","-5","1"
"01368","Royalston","MA","42.671012","-72.16999","-5","1"
"01369","Shattuckville","MA","42.522178","-72.624164","-5","1"
"01370","Shelburne Falls","MA","42.603447","-72.72754","-5","1"
"01373","South Deerfield","MA","42.472734","-72.62452","-5","1"
"01374","Charlemont","MA","42.636459","-72.798742","-5","1"
"01375","Sunderland","MA","42.449978","-72.56302","-5","1"
"01376","Turners Falls","MA","42.609425","-72.54438","-5","1"
"01378","Warwick","MA","42.667152","-72.32729","-5","1"
"01379","Wendell","MA","42.547274","-72.41724","-5","1"
"01380","Wendell Depot","MA","42.594455","-72.36314","-5","1"
"01393","Whately","MA","42.459814","-72.593626","-5","1"
"01420","Fitchburg","MA","42.578689","-71.80338","-5","1"
"01427","Westborough","MA","42.286575","-71.585753","-5","1"
"01430","Ashburnham","MA","42.658768","-71.93287","-5","1"
"01431","Ashby","MA","42.672005","-71.8137","-5","1"
"01432","Ayer","MA","42.549821","-71.59136","-5","1"
"01436","Baldwinville","MA","42.608903","-72.08021","-5","1"
"01438","East Templeton","MA","42.563367","-72.03498","-5","1"
"01440","Gardner","MA","42.575355","-71.99183","-5","1"
"01441","Gardner","MA","42.364807","-71.896868","-5","1"
"01450","Groton","MA","42.609887","-71.55722","-5","1"
"01451","Harvard","MA","42.505928","-71.5888","-5","1"
"01452","Hubbardston","MA","42.477515","-71.99654","-5","1"
"01453","Leominster","MA","42.526523","-71.75358","-5","1"
"01460","Littleton","MA","42.540052","-71.49085","-5","1"
"01462","Lunenburg","MA","42.582839","-71.72051","-5","1"
"01463","Pepperell","MA","42.665686","-71.5929","-5","1"
"01464","Shirley","MA","42.559289","-71.64555","-5","1"
"01467","Still River","MA","42.488666","-71.62412","-5","1"
"01468","Templeton","MA","42.557796","-72.06824","-5","1"
"01469","Townsend","MA","42.658738","-71.69204","-5","1"
"01470","Groton","MA","42.446396","-71.459405","-5","1"
"01471","Groton","MA","42.446396","-71.459405","-5","1"
"01472","West Groton","MA","42.446396","-71.459405","-5","1"
"01473","Westminster","MA","42.544622","-71.9021","-5","1"
"01474","West Townsend","MA","42.669408","-71.74578","-5","1"
"01475","Winchendon","MA","42.675441","-72.0467","-5","1"
"01477","Winchendon Springs","MA","42.364807","-71.896868","-5","1"
"01501","Auburn","MA","42.20361","-71.83843","-5","1"
"01503","Berlin","MA","42.380562","-71.62665","-5","1"
"01504","Blackstone","MA","42.028147","-71.52999","-5","1"
"01505","Boylston","MA","42.338392","-71.73026","-5","1"
"01506","Brookfield","MA","42.200374","-72.09787","-5","1"
"01507","Charlton","MA","42.135142","-71.96961","-5","1"
"01508","Charlton City","MA","42.109748","-72.079455","-5","1"
"01509","Charlton Depot","MA","42.364807","-71.896868","-5","1"
"01510","Clinton","MA","42.418836","-71.68482","-5","1"
"01515","East Brookfield","MA","42.212777","-72.05311","-5","1"
"01516","Douglas","MA","42.061437","-71.72887","-5","1"
"01517","East Princeton","MA","42.364807","-71.896868","-5","1"
"01518","Fiskdale","MA","42.12515","-72.12393","-5","1"
"01519","Grafton","MA","42.201674","-71.68771","-5","1"
"01520","Holden","MA","42.338962","-71.84434","-5","1"
"01521","Holland","MA","42.054676","-72.16137","-5","1"
"01522","Jefferson","MA","42.369658","-71.87418","-5","1"
"01523","Lancaster","MA","42.473131","-71.67946","-5","1"
"01524","Leicester","MA","42.238942","-71.91908","-5","1"
"01525","Linwood","MA","42.364807","-71.896868","-5","1"
"01526","Manchaug","MA","42.364807","-71.896868","-5","1"
"01527","Millbury","MA","42.196144","-71.76272","-5","1"
"01529","Millville","MA","42.036396","-71.57798","-5","1"
"01531","New Braintree","MA","42.317121","-72.12248","-5","1"
"01532","Northborough","MA","42.321917","-71.64692","-5","1"
"01534","Northbridge","MA","42.140741","-71.64376","-5","1"
"01535","North Brookfield","MA","42.267274","-72.07823","-5","1"
"01536","North Grafton","MA","42.231444","-71.70523","-5","1"
"01537","North Oxford","MA","42.170846","-71.88989","-5","1"
"01538","North Uxbridge","MA","42.364807","-71.896868","-5","1"
"01540","Oxford","MA","42.117527","-71.8657","-5","1"
"01541","Princeton","MA","42.451569","-71.882","-5","1"
"01542","Rochdale","MA","42.194793","-71.90651","-5","1"
"01543","Rutland","MA","42.380877","-71.96427","-5","1"
"01545","Shrewsbury","MA","42.286643","-71.72502","-5","1"
"01546","Shrewsbury","MA","42.364807","-71.896868","-5","1"
"01550","Southbridge","MA","42.070827","-72.03533","-5","1"
"01560","South Grafton","MA","42.177462","-71.69382","-5","1"
"01561","South Lancaster","MA","42.443539","-71.686137","-5","1"
"01562","Spencer","MA","42.247212","-71.99227","-5","1"
"01564","Sterling","MA","42.436875","-71.77333","-5","1"
"01566","Sturbridge","MA","42.104581","-72.08584","-5","1"
"01568","Upton","MA","42.17382","-71.60971","-5","1"
"01569","Uxbridge","MA","42.064978","-71.62992","-5","1"
"01570","Webster","MA","42.047728","-71.86108","-5","1"
"01571","Dudley","MA","42.049864","-71.9173","-5","1"
